first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Zdzis≥aw,Piotrowski,ks/364105/2015,2015-12-01,4754.0 z≥,KSI GOWOå∆,nie 
Eugenia,Michalak,SP_200506_2017,2017-07-23 ,4625.700000000001 z≥otych,SPRZEDAØ  ,FA£SZ
Aneta,ZieliÒska,ma/674763/2018,2018-03-30,4974.400000000001 Z£,MARKETING,NIE MA
Antonina,Piotrowska,IT/330204/2017,2017-07-23,6145.0 z≥otych,IT,NIE
stefan,Sikora,OC.928071.2018,2018-07-08,2965.7100000000005 z≥,OCHRONA,1
Zygmunt,Kowalczyk,sp/672036/2014,2014/05/30,"3 615,2999999999997 z≥",SPRZEDAØ ,FA£SZ
Bogus≥aw,Baran,ks/443498/2017,2017-04-14,6418.0 Z£,KSI GOWOå∆  ,NIE MA
S≥awomir,ZiÛ≥kowski,CZ-923580-2018,2018/05/19,"2 556,2900000000004 PLN",CZYSTOå∆,True
RÛøa,SzymaÒska,KA/522578/2013,2013-09-22,"5 053,0 pln",KADRY,NIE
TOMASZ ,Kalinowski,ks/367604/2017,2017-07-23,4495.0 PLN,KSI GOWOå∆,False
alojzy,Sadowski  ,ka/738504/2017,2017/01/04,5667.249500000001 pln,KADRY,True
Lech,SzczepaÒski,SP_617985_2010,2010-04-21T00:00:00,4348.5 pln,SPRZEDAØ,FA£SZ
Ma≥gorzata,Baran,KS/218401/2017,2017-04-14,6428.0 PLN,KSI GOWOå∆,false
Maria,Grabowska,SP_830459_2015,2015-07-04,4193.25 PLN,SPRZEDAØ,Nie
Agata,Majewska,MA/781651/2015,2015-10-12,3773.12 z≥otych,MARKETING,
Maciej,Gajewski,MA_355468_2012,2012-10-07,5502.400000000001 PLN,MARKETING,nie ma
Wiktor ,Kaümierczak,MA.877007.2016,2016-03-10,5577.6 Z£,MARKETING,False
Bronis≥aw,Dudek,LO/843199/2009,2009/08/14,3559.5450000000005 PLN,LOGISTYKA,Tak
Urszula,Jaworska,KA/942108/2016,2016-08-07,4180.66 z≥,KADRY,  
Zofia,Dudek,SP_771004_2018,2018-02-08,5230.5 pln,SPRZEDAØ,0
Przemys≥aw,SZULC,sp/804154/2014,2014-04-10,"3 908,355 z≥",SPRZEDAØ,True
Zygmunt,OSTROWSKI,SP/373106/2013,2013-01-15,4275.0 Z£,SPRZEDAØ,false
Karol,UrbaÒski,oc/532008/2014,2014-04-10,3515.6000000000004 PLN,OCHRONA  ,NIE MA
Witold,Jab≥oÒski,SP/163094/2011,2011-09-03,4334.55 z≥,SPRZEDAØ,True
MIECZYS£AWA,BARAN  ,SP/263951/2011,2011-10-23,"5 438,400000000001 z≥otych ",SPRZEDAØ,ma 
Mieczys≥aw,SzczepaÒski,KS/529068/2012,2012-08-18  ,"6 476,0 pln ",KSI GOWOå∆,Nie 
marzena,WrÛblewska,CZ/948308/2013,,3368.0 Z£ ,CZYSTOå∆,Nie
Sylwester,Piotrowski,SP/453366/2014,2014-02-19,4146.0 z≥,SPRZEDAØ    ,NIE MA
Julian,Duda,KA/693515/2017 ,2017-06-03T00:00:00,"4 997,51 pln",KADRY,nie
Zenon,Marciniak,KS/946452/2009,2009/08/14,4454.0 pln,KSI GOWOå∆,nie ma
Arkadiusz,Zawadzki,LO_151712_2015,2015-05-15,3578.0400000000004 z≥otych,LOGISTYKA,0
Henryk,Gajewski,LO.586474.2017,2017-07-23,3198.15 z≥,LOGISTYKA  ,
Honorata ,Olszewska,KA/468443/2016,2016/11/15,3755.65 PLN,KADRY,NIE MA
Justyna,Jaworska,oc/168413/2017,2017-07-23,3084.1800000000003 pln,OCHRONA,nie
Piotr,Krawczyk ,KA-100267-2017,2017-12-20,"5 003,400000000001 Z£",KADRY,false
bogumi≥a,Dπbrowska,SP-583235-2013,2013-09-22,"4 775,1 z≥otych",SPRZEDAØ,PRAWDA
Justyna,,SP-838334-2012,2012-11-26,4981.65 Z£,SPRZEDAØ,nie ma
Lucjan,StÍpieÒ,KS_274928_2018,2018-03-30,5347.8 pln,KSI GOWOå∆ ,nie ma
miros≥aw,Bπk,OC.479760.2015,2015-12-01  ,2342.8900000000003 pln,OCHRONA,nie ma
,MICHALSKI,LO-137947-2017,2017-07-23 ,"4 349,700000000001 Z£",LOGISTYKA,nie ma
artur,Maciejewski ,lo/471163/2010,2010-11-07T00:00:00,3531.3300000000004 PLN,LOGISTYKA,ma
Mariusz,Pawlak,ka/621479/2009,2009-11-22,4556.783 z≥otych,KADRY,tak
Lidia,Michalak,LO/868692/2015,,3759.0750000000003 z≥otych,,nie
Katarzyna,Mazur,lo/300700/2016,2016-09-26,"4 329,450000000001 pln",LOGISTYKA,nie ma
KRYSTYNA  ,Adamczyk,KS/692362/2012  ,2012-05-10,5302.880000000001 Z£,KSI GOWOå∆,tak
Boøena,D•BROWSKA,ks/347967/2015,2015/05/15,6536.0 Z£,KSI GOWOå∆,0
danuta,TOMASZEWSKA,SP/935906/2009,2009/11/22,3718.5 z≥otych,SPRZEDAØ,NIE
MONIKA,Zajπc,KS-458493-2017,2017-01-04 ,4240.0 Z£,KSI GOWOå∆,NIE
Agata ,jasiÒska,sp/528681/2011,2011-12-12,4302.0 z≥,SPRZEDAØ,nie
Eløbieta,Witkowska,ma/799345/2018,2018-03-30,5504.0 z≥otych,MARKETING,nie
Rozalia,Witkowska,MA/580441/2015,2015-08-23,"5 235,200000000001 pln",MARKETING,nie
Jerzy,kwiatkowski,SP/909036/2018,2018-02-08,3737.3999999999996 z≥,SPRZEDAØ,nie
W£ODZIMIERZ  ,Rutkowski,lo/271830/2011,2011-09-03,3001.4550000000004 PLN,LOGISTYKA,
Bogumi≥a,Woüniak,SP/877250/2016,2016-06-18,3996.6000000000004 PLN  ,SPRZEDAØ,nie
RÛøa,GÛrska  ,sp/636631/2017,2017-10-31,4639.5 PLN    ,SPRZEDAØ,false
Marzena,lewandowska,KS/880346/2012,2012/03/21 ,7186.3 z≥,KSI GOWOå∆,1
HELENA,Ostrowska,CZ.688271.2013,2013-04-25,3418.0 z≥otych ,CZYSTOå∆,NIE MA
Kazimierz,Zakrzewski,sp/278609/2015,2015-02-04,"4 252,950000000001 z≥",SPRZEDAØ,0
CELINA,GÛrska,KS/428116/2013,2013-01-15 ,5534.2 z≥,,FA£SZ
Ludwik,MACIEJEWSKI,SP/661361/2012,2012-08-18,4762.049999999999 Z£,SPRZEDAØ,nie
MARIOLA,Szewczyk ,KS/195125/2013,2013/09/22,"5 289,2 z≥otych",KSI GOWOå∆,nie ma
Halina,Baran,CZ/582536/2012,2012/08/18,3281.0 Z£,CZYSTOå∆,FA£SZ
Ireneusz ,Jab≥oÒski,KS/916065/2018,2018/02/08,6910.0 Z£,KSI GOWOå∆,0
Mieczys≥awa ,nowicka,lo/182976/2015,2015-02-04,4490.1945000000005 z≥otych,LOGISTYKA,PRAWDA
DOROTA,Kaczmarek,ma/345612/2016,2016-03-10,3656.6400000000003 PLN,MARKETING,False
Wojciech,Jab≥oÒski,oc/567414/2010,2010/11/07,"3 674,7700000000004 Z£",OCHRONA,true
Natalia,KrÛl,sp/589969/2013,2013-03-06  ,3156.0 z≥,SPRZEDAØ,NIE MA
ANDRZEJ,Kaczmarek,MA/788800/2016,2016-11-15T00:00:00,5788.464000000001 Z£,MARKETING,true
Genowefa ,Baran,SP/531892/2011 ,2011-07-15,4891.950000000001 pln,SPRZEDAØ,nie
TOMASZ,Krupa,SP/786481/2011 ,2011-02-15,"4 763,55 Z£",SPRZEDAØ,
ILONA,WALCZAK,MA/485215/2011 ,2011/05/26,4731.2 Z£,MARKETING,0
BOGUS£AWA,Malinowska,KA.504125.2018,2018-02-08,4440.672500000001 PLN,KADRY,true 
Henryk,Majewski,it/945574/2015,2015/10/12,6109.25 Z£,IT,NIE MA
Roman,Mazur,MA/846955/2013,2013-08-03,5483.104000000001 z≥otych,MARKETING,MA
Dariusz,Jankowski,ZA/859845/2013,2013-09-22T00:00:00,77852.5 z≥ ,ZARZ•D,Tak
ALEKSANDRA,Jaworska,SP_478676_2013,2013/01/15,"4 747,05 pln",SPRZEDAØ,true
Justyna,KamiÒska,SP/188894/2017,2017-12-20,5619.735000000001 z≥otych,SPRZEDAØ,tak
Edward,krupa,SP/497721/2014,2014-07-19T00:00:00,5226.0 z≥,SPRZEDAØ,NIE
Monika,Nowicka,SP/935083/2015,2015-03-26T00:00:00,5091.0 Z£,SPRZEDAØ,false
Eleonora,Olszewska,LO/429443/2015,2015-05-15,3137.4 z≥otych,LOGISTYKA,0
Hanna,WrÛbel,cz/808283/2012,2012-06-29T00:00:00,2837.0 z≥,CZYSTOå∆  ,NIE
W≥odzimierz,Sadowski,SP/184743/2016  ,2016-08-07,4242.75 z≥otych,SPRZEDAØ,nie ma
Czes≥aw,StÍpieÒ ,KS/182411/2010,2010-01-11T00:00:00,6140.64 pln,KSI GOWOå∆,PRAWDA  
Bogus≥awa,Nowakowska  ,sp/414494/2017  ,2017-12-20,4694.25 PLN  ,SPRZEDAØ,
Zdzis≥aw,Ostrowski,ka/416610/2011,2011-10-23,"4 474,7725 PLN",KADRY,True
Aldona,Kowalczyk,MA/536606/2013,2013-01-15,"4 392,960000000001 z≥",MARKETING,PRAWDA 
jÛzefa,Kaczmarek,KS/393978/2010,2010/07/30,7167.6 Z£,KSI GOWOå∆,Tak
Jolanta,KrÛl,SP/728501/2018 ,2018-10-16,3520.5 z≥,SPRZEDAØ,FA£SZ
Ireneusz ,JasiÒski,ma/428230/2013,2013-08-03T00:00:00,5168.4800000000005 Z£,MARKETING,nie ma
,KOWALCZYK,KS/450662/2014,2014-07-19,4698.0 z≥otych,KSI GOWOå∆,nie ma
URSZULA,WÛjcik,SP/378384/2016,2016-01-20,4749.1950000000015 z≥,SPRZEDAØ,1
Stanis≥aw,Jaworski,MA/492923/2013   ,2013-09-22,5464.8 z≥otych,MARKETING,Tak
TOMASZ,Wojciechowski,KA/919360/2017,2017-01-04T00:00:00,"3 957,3050000000007 z≥",KADRY,MA
LEON,Nowicki  ,MA/814850/2013,2013-09-22,4619.68 pln ,MARKETING,Nie
Pawe≥,ADAMSKI,ks/688835/2017,2017-10-31T00:00:00,5388.0 pln,KSI GOWOå∆,Nie 
Celina ,OLSZEWSKA,LO/912784/2010,2010/06/10,3851.55 pln,LOGISTYKA,Nie
Lech,,MA/436724/2011,2011-12-12T00:00:00,3543.0400000000004 Z£,MARKETING,Fa≥sz
JOLANTA,Nowakowska,LO/572450/2017,2017-10-31,5187.6990000000005 z≥otych,LOGISTYKA,Tak
Rozalia,Ostrowska,KA/534157/2013,2013-09-22,4353.95 PLN,KADRY,NIE
Andrzej,Nowicki,LO/109253/2017,2017-10-31T00:00:00,"3 650,5350000000003 pln ",LOGISTYKA,Nie
Mariusz,JasiÒski,ma/901139/2013,2013-01-15,4867.2 z≥otych,MARKETING,0
Waldemar,Zajπc,KS/183613/2014,2014-04-10T00:00:00,4352.0 Z£,KSI GOWOå∆,
alicja,Jankowska,LO/865080/2009,2009-06-25 ,3937.9500000000003 PLN ,LOGISTYKA,nie ma
Zdzis≥awa,WÛjcik,ks/773192/2012 ,2012-11-26T00:00:00,6159.2 pln,KSI GOWOå∆,NIE MA   
RENATA,Mazur,LO-659925-2015,2015-08-23T00:00:00,2947.05 z≥otych ,LOGISTYKA,nie ma
wies≥aw,KamiÒski,SP/643906/2015,2015-08-23 ,3525.060000000001 z≥,SPRZEDAØ ,Prawda
Zygmunt,Kowalczyk ,SP/475712/2015,2015-03-26,4263.450000000001 z≥otych,SPRZEDAØ,False
W≥odzimierz,krawczyk,CZ_339019_2012,2012-11-26,"3 382,3 pln",CZYSTOå∆,Fa≥sz
SABINA,Lewandowska,KS/922477/2016,2016/09/26,5044.820000000001 z≥,KSI GOWOå∆,tak
Miros≥aw,Woüniak,LO_901130_2010,2010-12-27,4699.35 Z£,LOGISTYKA,0
Wiktor,WÛjcik,LO/138292/2015  ,2015-02-04,4058.1000000000004 z≥,LOGISTYKA,Nie
Agata,Malinowska,ZA/999331/2010,2010-12-27,451935.00000000006 pln,ZARZ•D ,1
krzysztof,ADAMCZYK,KA/927536/2015  ,2015-07-04,3287.705 Z£,KADRY,False
Helena,jab≥oÒska,KA/639586/2010,2010/03/02,3273.755 Z£  ,KADRY,False
Bogdan,Jakubowski ,SP/709835/2018,2018-05-19,4854.3 pln,SPRZEDAØ,1
Stanis≥awa,StÍpieÒ,ka/355214/2018,2018-07-08T00:00:00,"5 157,625 z≥otych",KADRY ,tak 
ADAM,KrÛl,SP/230527/2010,2010-03-02,5095.5 PLN,SPRZEDAØ,NIE
MIROS£AW,,oc/172169/2017,2017-09-11,2590.5 z≥otych,OCHRONA,nie
Adam,Olszewski ,KA/774976/2018,2018-05-19,5080.900000000001 Z£,KADRY,tak
Bogus≥awa,dudek,sp/389875/2010,2010-03-02  ,4679.400000000001 Z£,SPRZEDAØ,True
Honorata,WrÛbel,cz/544536/2012,2012-06-29,2554.5 Z£,CZYSTOå∆,Fa≥sz
Zbigniew,zieliÒski,OC/640550/2011,2011-10-23T00:00:00,3290.1000000000004 z≥otych,OCHRONA,
Emilia,Majewska,sp/757694/2011  ,2011-12-12T00:00:00,3504.6000000000004 pln,SPRZEDAØ,true
Wac≥aw,SZEWCZYK,OC/802449/2011,2011-09-03,3117.4 Z£,OCHRONA,NIE
Wojciech,Olszewski,KS_481158_2011,2011-02-15T00:00:00,5212.0 pln  ,KSI GOWOå∆,FA£SZ
Kazimierz ,Krawczyk,sp/512622/2013,2013-09-22,4039.2000000000003 z≥,SPRZEDAØ,tak
Jaros≥aw,Sobczak,KS-608423-2016 ,,6305.200000000001 Z£,KSI GOWOå∆,TAK
Leszek,Bπk,ma/725375/2016,2016-08-07T00:00:00,3916.0000000000005 z≥otych,MARKETING,ma
Zygmunt,Krupa,KS/129555/2016,2016-01-20T00:00:00,4348.2 z≥,KSI GOWOå∆,false
lidia,jankowska,SP-641028-2016,2016-11-15,3498.0000000000005 z≥ ,SPRZEDAØ,MA
,Makowski  ,KS/682428/2009,2009-06-25 ,6924.0 z≥otych,KSI GOWOå∆,Fa≥sz
jÛzefa ,Majewska,ks/624290/2013,2013/12/31,7249.000000000001 z≥,KSI GOWOå∆,1
stanis≥aw ,Michalak,ka/811146/2011,2011/02/15,3895.305 PLN,KADRY,nie
Maria,Witkowska,SP/137571/2016,2016-08-07,5112.0 PLN,SPRZEDAØ,false
,Dπbrowska,KA/974500/2010,2010-12-27,3373.8849999999998 PLN,KADRY,FA£SZ
Cezary,GÛrski,ZA/787845/2009,,84980.5 pln,ZARZ•D,
Natalia  ,Krawczyk,MA/393790/2012,2012-11-26,4355.2 z≥,MARKETING,NIE
Marzena,MICHALAK,LO/837769/2018,2018-08-27,3750.0300000000007 Z£,LOGISTYKA ,nie ma
ROMAN,JasiÒski,SP/955997/2012 ,2012-05-10,"3 358,5 pln",SPRZEDAØ,NIE MA
Miros≥aw,Sikorski,OC/983691/2010  ,2010-03-02,"3 466,21 z≥otych",,FA£SZ
Alfred ,Jankowski,KA_741468_2014,2014/05/30,"4 866,6900000000005 PLN",KADRY  ,false
Maria,Dπbrowska,CZ-186916-2018,2018-10-16,3261.4 pln,CZYSTOå∆,0
Krystyna,Jankowska,CZ/523218/2013,2013-06-14,2521.1 pln ,CZYSTOå∆,0
JADWIGA,Pawlak,CZ-564120-2017,2017-07-23,"3 362,0 PLN",CZYSTOå∆,False
Jaros≥aw,WrÛbel,KS/225531/2012,2012-01-31,"4 595,0 z≥",KSI GOWOå∆,Fa≥sz 
Antonina,,ma/689612/2015,2015/12/01,"4 557,76 Z£",MARKETING,Fa≥sz
Ludwika,WÛjcik,ks/937330/2015,2015/05/15,5313.44 z≥,KSI GOWOå∆,tak
AGATA,Paw≥owska,za/333057/2010,2010/09/18,"68 165,0 z≥",ZARZ•D,False
Przemys≥aw,Jankowski,SP_896412_2010  ,2010-09-18  ,4665.15 PLN,SPRZEDAØ ,FA£SZ 
Tomasz,StÍpieÒ,sp/761734/2016,2016-08-07,5211.9 z≥otych,SPRZEDAØ,NIE
artur,KrÛl,CZ/306067/2011,2011-09-03 ,2872.1000000000004 PLN,CZYSTOå∆,ma
iwona,ZieliÒska,LO/285409/2017,,3911.4900000000002 Z£,LOGISTYKA ,Tak
£ucja,Zajπc,ks/106997/2010,2010/04/21,5890.8 PLN,KSI GOWOå∆,nie
Danuta,Jab≥oÒska,LO/976203/2011 ,2011-07-15,"3 362,0400000000004 Z£",LOGISTYKA,False
Micha≥,StÍpieÒ,ma/215714/2017,2017-09-11   ,"5 566,400000000001 z≥",MARKETING,FA£SZ
Stefania  ,Malinowska  ,MA.197223.2015,2015-12-01,5039.936000000001 PLN,,ma
Stanis≥awa,SzymaÒska,SP/193484/2015,2015-03-26,3250.5 z≥otych,,0
Marta,Zajπc,LO/403442/2015,2015/05/15,4270.05 z≥,LOGISTYKA,nie
Grzegorz,LEWANDOWSKI,LO/961027/2015,2015-05-15,4525.200000000001 z≥otych,LOGISTYKA,Fa≥sz
Ryszard,Sadowski,KA/630040/2014,2014-07-19,5958.975 z≥otych,KADRY,Tak
Julia,Dudek,MA/260144/2013 ,2013/12/31,4912.96 z≥otych,MARKETING,NIE
Wojciech,W≥odarczyk,KS/173561/2017    ,2017-01-04,5378.34 Z£,KSI GOWOå∆,true
Leokadia,woüniak,KS/211742/2010,2010-07-30,4298.0 z≥,KSI GOWOå∆,0
Aleksander,KamiÒski,oc/864904/2011 ,2011-04-06,2311.76 z≥otych,OCHRONA, 
Celina,Nowakowska,it/340592/2012,2012-10-07,5450.0 PLN,IT,nie ma
ANDRZEJ,Kaczmarek,MA-788800-2016,2016-11-15T00:00:00,5788.464000000001 Z£,MARKETING,true
Alojzy,Zajπc,it/912641/2014,2014/02/19,8735.0 PLN ,IT,nie
Romuald,SIKORSKI,SP/812548/2009,2009-10-03,"3 998,8500000000004 z≥otych",SPRZEDAØ,NIE MA
JERZY,Sawicki,MA-976674-2012, ,3742.4 pln  ,MARKETING,NIE MA
jÛzefa,Szewczyk,MA-289515-2010,2010-04-21T00:00:00,"3 957,008000000001 Z£",MARKETING,TAK
Ryszard,Chmielewski,ka/128321/2009,2009/08/14,4324.5 z≥otych,KADRY,Fa≥sz
Feliks,Wiúniewski,MA/917321/2011,2011-09-03T00:00:00,5257.92 pln,MARKETING ,False 
Stanis≥awa,Kowalska,ma/239361/2009,2009-08-14,5475.360000000001 PLN,MARKETING,MA
,Nowak  ,CZ/562973/2012,2012-03-21T00:00:00,2623.5 z≥,CZYSTOå∆,true
Boøena,Wiúniewska,ka/652336/2012,2012-11-26,4849.02 Z£,KADRY,ma
Zenon ,Szewczyk,sp/597122/2017,2017-02-23 ,3842.355 z≥otych,SPRZEDAØ,tak
Edward,malinowski,LO/208138/2014,2014-05-30,"4 954,851000000001 z≥otych",LOGISTYKA,TAK
Zygmunt ,Sawicki,sp/551617/2015,2015-05-15,4553.25 PLN,SPRZEDAØ,FA£SZ
Graøyna,GÛrska,KA/853902/2016,2016-08-07,3394.5 PLN,KADRY,NIE MA
Marcin ,G≥owacki,IT/862581/2010,2010-03-02,8135.0 PLN,IT,nie ma
Zdzis≥aw,Wieczorek,lo/490094/2015,2015-10-12T00:00:00,"3 268,485 z≥otych",LOGISTYKA ,Fa≥sz
Micha≥,GAJEWSKI ,LO/180252/2014,2014-07-19,"3 920,4 PLN",LOGISTYKA,Fa≥sz
£ucja,Kaczmarek,OC-940587-2017,2017-02-23,2553.1000000000004 z≥otych  ,OCHRONA,TAK
Ryszard,mazurek,SP/797655/2013,2013-11-11,3516.15 z≥otych,SPRZEDAØ,PRAWDA
Marta,Zajπc,KS-176971-2016  ,2016-01-20,5383.2 PLN ,KSI GOWOå∆,false
Cezary ,Marciniak,KA/918903/2017,2017-04-14,"4 576,0495 z≥otych",KADRY,ma
Jolanta,Jab≥oÒska,SP.109200.2011,2011/07/15,3921.7200000000007 Z£,SPRZEDAØ,Prawda
Henryk,mazur,sp/269093/2017 ,2017-07-23,4148.595 Z£,SPRZEDAØ,true
Wies≥awa,Dudek,ka/903817/2016,2016-06-18,4328.995000000001 pln,KADRY,True
marek,Dudek,ka/765186/2011,2011-02-15T00:00:00,"3 916,8965000000007 pln",KADRY,
Kazimierz,Dudek,sp/472814/2017,2017-10-31,5148.0 PLN,SPRZEDAØ,False
,ZieliÒska,lo/817751/2017,2017/12/20 ,3969.135 z≥,LOGISTYKA,FA£SZ 
Hanna  ,JasiÒska,CZ/586378/2017,2017-02-23,2296.0 pln,CZYSTOå∆,FA£SZ
boøena,Dπbrowska,ka/272695/2009 ,2009-08-14,5021.535 Z£,KADRY ,nie
cezary,zalewski,SP_390025_2018,,"3 874,9500000000003 z≥",SPRZEDAØ,Nie
Ilona,JasiÒska,MA/653621/2018,2018-10-16,4144.8 PLN,MARKETING,0
W≥adys≥awa,Malinowska,KS/165674/2017,2017-01-04T00:00:00,4412.0 Z£,KSI GOWOå∆,False
DOROTA,szymaÒska,SP-548803-2013,2013-03-06,5644.155 z≥otych,SPRZEDAØ,Prawda
Marek,GRABOWSKI,SP/804110/2011,2011-09-03,4575.450000000001 z≥otych, ,Prawda
Eugenia,Michalak  ,SP-856105-2016,2016/11/15,"4 069,5 PLN",SPRZEDAØ,FA£SZ
R”ØA,Majewska,MA/618440/2010,2010-01-11,5145.6 z≥,MARKETING ,FA£SZ
Jacek,Koz≥owski,SP/427161/2010,,5098.5 PLN,SPRZEDAØ,nie ma
karolina,kaczmarek,SP-542018-2014,2014-07-19,4492.200000000001 pln,SPRZEDAØ,NIE
Rozalia,Dudek ,za/861919/2018 ,2018-08-27,58250.0 z≥otych,ZARZ•D,false
Marian,Mazurek,SP/983807/2018,2018-03-30T00:00:00,"5 043,0 pln",SPRZEDAØ,nie
Stanis≥awa,krawczyk,KS.732732.2016,2016-04-29,5508.8 Z£,KSI GOWOå∆,false
Karolina ,,KS/869240/2012,2012-03-21,6829.24 Z£,KSI GOWOå∆,1
Jacek,krupa,SP/558361/2010,2010/01/11,3990.0 PLN,SPRZEDAØ,FA£SZ
Renata,Kaczmarek,KS/836342/2009,2009-10-03T00:00:00,6804.6 Z£,,Prawda
W≥odzimierz,Walczak,MA_423698_2015  ,2015-12-01,"5 331,68 PLN",MARKETING,
Arkadiusz,Kowalczyk,MA/234316/2018,2018-08-27,3958.4 pln,MARKETING,  
Karolina,Paw≥owska,OC/657417/2009,2009-11-22,3235.5400000000004 PLN,OCHRONA,ma
,MALINOWSKA,SP/178028/2012,2012-03-21,4405.35 z≥otych,SPRZEDAØ,false
sylwester,Lis,KS/238822/2010,2010/07/30,"6 228,6 Z£",KSI GOWOå∆,false
Celina,Jankowska,MA/435672/2015,2015/07/04,4341.12 z≥,MARKETING,Fa≥sz
Zdzis≥awa,Lewandowska,LO/107149/2015 ,2015-12-01,3444.12 pln,,Fa≥sz
SYLWIA,Majewska,ks/984410/2011,2011-04-06,"5 711,200000000001 z≥otych",KSI GOWOå∆,Prawda
,JasiÒska,CZ-486099-2017,2017-09-11,3620.1000000000004 z≥,CZYSTOå∆,ma     
antoni,KUBIAK,LO/138495/2017,2017/02/23,4649.9400000000005 z≥,LOGISTYKA,NIE
ALDONA ,Kwiatkowska,MA/423765/2014,2014/07/19,3592.96 z≥otych,MARKETING,nie
WIKTOR,KrÛl ,SP/264306/2012,2012-06-29  ,"3 489,0 Z£",,Fa≥sz
Ma≥gorzata ,Sikora,ma/997166/2016, ,"3 409,6000000000004 z≥otych",MARKETING,NIE MA
Dariusz,Wysocki,cz/301957/2017,2017/07/23,"3 165,8 z≥otych",CZYSTOå∆,False
Wojciech,Malinowski,LO.813862.2011,2011/10/23,4052.5650000000005 Z£,LOGISTYKA,TAK
Kazimierz,SZULC,cz/635031/2017,2017-02-23,3253.7 PLN,,Nie
Halina,Zajπc,sp/809917/2016,2016/09/26,4652.4 z≥otych,SPRZEDAØ,NIE MA 
Aleksandra,ZAJ•C,MA-504246-2011,2011/12/12,3406.4 pln,MARKETING,Nie
Lucjan,Rutkowski,IT.997147.2010,2010/07/30,"7 845,5 PLN",IT,0
JUSTYNA ,Szewczyk,MA/675139/2013,2013-06-14,3786.6400000000003 pln,MARKETING,ma
Jaros≥aw,,ks/734526/2010,2010-04-21T00:00:00,"7 645,22 PLN",KSI GOWOå∆,MA
Roman,,LO/625465/2010,2010-11-07,2921.4 z≥,LOGISTYKA,false
ZDZIS£AWA,Witkowska,ks/129450/2015,2015-12-01,5232.2 z≥otych,KSI GOWOå∆,NIE MA
jÛzefa,Lewandowska,IT_969169_2018,2018/03/30 ,6249.5 z≥otych,IT,0
karolina,Pietrzak,KS/266017/2012,,6149.8 z≥otych,KSI GOWOå∆,NIE MA
Iwona,ADAMCZYK,LO/465144/2013,2013-12-31,4283.82 pln,LOGISTYKA,Nie 
Alojzy,Michalak,KS/437364/2011,2011-12-12,6890.400000000001 pln,KSI GOWOå∆,True
Mieczys≥awa ,nowicka,LO/182976/2015,2015-02-04,4490.1945000000005 z≥otych,LOGISTYKA,PRAWDA
Stanis≥aw,Baran,MA/984242/2015,2015-07-04T00:00:00,5700.640000000001 Z£ ,MARKETING,True
Boles≥aw,Nowakowski,LO/427614/2017 ,2017-12-20,3754.3500000000004 z≥,LOGISTYKA,nie ma
JANINA,Mazur,ka/213703/2017  ,2017/06/03,4713.8135 z≥,KADRY,Tak
Dariusz,Rutkowski,ka/427790/2013,2013-11-11,5092.664500000001 Z£,KADRY,tak 
Eleonora,Pietrzak,MA/138249/2009,2009-11-22,"4 030,4000000000005 z≥",MARKETING,ma
roman,makowski,LO/663455/2017,2017-12-20,3578.8500000000004 PLN,LOGISTYKA,true
Eugenia  ,Kwiatkowska,SP_953441_2009,2009-06-25,5228.700000000001 z≥,SPRZEDAØ,0
Genowefa,Woüniak,lo/959939/2016,2016-03-10T00:00:00,4417.200000000001 PLN,LOGISTYKA,nie
wioletta,Piotrowska ,LO/978234/2018,2018-02-08,3627.7065000000007 pln,LOGISTYKA,true
Bernadeta,JasiÒska,SP/181027/2012,2012-05-10T00:00:00,4228.950000000001 pln,SPRZEDAØ , 
Alfred ,SzczepaÒski,SP/419521/2011,2011/05/26,"5 329,5 z≥otych",SPRZEDAØ,Prawda
Marzena,koz≥owska,MA-317710-2014,2014-05-30,5798.672000000001 z≥otych,MARKETING ,
Alina,Majewska,SP/957864/2017,2017-09-11,3979.5 z≥,SPRZEDAØ,false
Cecylia,WrÛblewska,KS-111618-2010,2010-04-21T00:00:00,6742.8 z≥ ,KSI GOWOå∆,nie ma  
Anna,Majewska,MA/900538/2012,2012-01-31,5755.024 z≥otych,MARKETING,PRAWDA
Cecylia,majewska  ,KA/740017/2016,2016-01-20T00:00:00,"3 916,85 PLN",KADRY,nie ma
FRANCISZKA,Pawlak,ma/593881/2016,2016-06-18,"4 092,8 pln",MARKETING,NIE
czes≥awa,KrÛl,KA/248766/2014,2014-07-19T00:00:00,4499.650000000001 Z£,KADRY,False
Bernard,Zakrzewski,ma/499616/2012,2012-10-07,"3 889,12 pln",MARKETING,nie
Regina,Wojciechowska,ka/656981/2011,2011-04-06,3744.955 PLN,KADRY,FA£SZ
ZUZANNA,Rutkowska,sp/773811/2015,2015-03-26,3519.8999999999996 pln,SPRZEDAØ,Nie
bernard,szulc,SP_445344_2010,2010-09-18,4782.0 pln,SPRZEDAØ ,Fa≥sz
Weronika,pietrzak,LO/217506/2013,2013-08-03  ,"4 204,035000000001 z≥otych",LOGISTYKA  ,True  
Alicja,Ostrowska,LO/691602/2010,2010-03-02 ,"3 495,9870000000005 z≥otych",LOGISTYKA,TAK
Janina,,SP/349210/2012,2012-08-18,3217.5 Z£,SPRZEDAØ,False
